season,team_1,team_2,home,score_diff,score_1,score_2,won
2014,981,249,1,-10,57,67,0
2014,10429,317,0,-35,25,60,0
2014,8979,385,1,-4,59,63,0
2014,9726,473,1,-16,66,82,0
2014,4361,508,1,-19,66,85,0
2014,9039,583,0,-13,68,81,0
2014,4110,670,0,-11,67,78,0
2014,3554,827,0,-10,60,70,0
2014,8604,1168,1,-7,62,69,0
2014,6859,1706,0,-6,58,64,0
2014,3093,2179,0,-1,65,66,0
2014,283,2403,0,-24,55,79,0
2014,2437,2471,1,-19,81,100,0
2014,1202,2573,1,-8,71,79,0
2014,2873,2842,0,-5,88,93,0
2014,6927,3127,0,-3,77,80,0
2014,9132,3229,0,-9,72,81,0
2014,8536,3297,0,-22,51,73,0
2014,9230,3336,0,-6,85,91,0
2014,7083,3706,0,-11,76,87,0
2014,861,3999,1,-5,60,65,0
2014,1672,4429,1,-7,81,88,0
2014,5879,4693,0,-6,57,63,0
2014,8570,4834,1,-12,62,74,0
2014,2738,4868,0,-19,56,75,0
2014,7917,5038,0,-9,60,69,0
2014,5309,5241,1,-3,60,63,0
2014,5072,5377,0,-14,63,77,0
2014,3672,5440,1,-6,74,80,0
2014,3808,5474,0,-8,70,78,0
2014,8054,5508,0,-4,59,63,0
2014,2009,5576,0,-15,55,70,0
2014,2583,5610,1,-7,63,70,0
2014,7944,5778,0,-7,75,82,0
2014,6175,6243,0,-5,83,88,0
2014,8298,6320,0,-4,61,65,0
2014,5542,6435,1,-8,65,73,0
2014,3604,6791,0,-33,55,88,0
2014,9794,6825,1,-2,68,70,0
2014,7857,6995,1,-9,61,70,0
2014,6893,7063,0,-8,64,72,0
2014,1511,7284,0,-17,59,76,0
2014,937,7318,1,-9,66,75,0
2014,6209,7420,0,-2,83,85,0
2014,6537,7620,1,-3,104,107,0
2014,4659,7755,0,-14,61,75,0
2014,4395,8020,0,-20,65,85,0
2014,1982,8166,0,-1,75,76,0
2014,1248,8707,1,-15,66,81,0
2014,8843,8877,1,-4,53,57,0
2014,3520,9162,0,-3,58,61,0
2014,5644,9346,0,-12,63,75,0
2014,3740,9947,0,-15,72,87,0
2014,9590,10185,0,-21,51,72,0
2014,8122,10253,1,-2,56,58,0
2014,351,10395,1,-11,65,76,0
2014,2539,10463,0,-7,67,74,0
2014,1579,10531,0,-11,55,66,0
2014,10883,10559,0,-6,76,82,0
2014,7569,10593,1,-15,67,82,0
2014,6503,10693,1,-27,49,76,0
2014,7654,10716,1,-10,61,71,0
2014,6590,10747,0,-12,64,76,0
2014,7873,651,0,-30,50,80,0
2014,1307,1611,0,-19,67,86,0
2014,3195,3043,0,-18,55,73,0
2014,5973,3467,0,-4,73,77,0
2014,6276,5710,1,-20,84,104,0
2014,704,5839,0,-14,51,65,0
2014,7522,8156,0,-7,75,82,0
2014,2335,8234,0,-17,49,66,0
2014,8657,9913,0,-18,63,81,0
2014,9658,34,1,-7,68,75,0
2014,7454,102,0,-8,56,64,0
2014,4053,121,1,-7,61,68,0
2014,3331,155,1,-17,51,68,0
2014,3399,174,0,-25,56,81,0
2014,10395,317,0,-9,62,71,0
2014,9726,385,1,-2,70,72,0
2014,5680,405,1,-5,73,78,0
2014,9760,439,0,-33,71,104,0
2014,8979,473,1,-5,69,74,0
2014,2842,542,0,-31,50,81,0
2014,7944,583,0,-6,74,80,0
2014,8877,670,0,-2,62,64,0
2014,2975,759,0,-7,79,86,0
2014,2301,895,0,-11,57,68,0
2014,7688,1076,0,-34,53,87,0
2014,8570,1236,1,-4,63,67,0
2014,3604,1248,0,-17,69,86,0
2014,5913,1375,0,-16,72,88,0
2014,3009,1409,1,-9,63,72,0
2014,3672,1443,1,-2,55,57,0
2014,5106,1477,1,-16,53,69,0
2014,793,1545,1,-2,60,62,0
2014,10559,1579,1,-28,49,77,0
2014,3638,1638,0,-10,50,60,0
2014,8366,1774,0,-20,61,81,0
2014,7988,1909,1,-13,66,79,0
2014,10716,2077,1,-15,63,78,0
2014,5343,2111,1,-3,80,83,0
2014,1134,2145,0,-10,72,82,0
2014,1202,2179,1,-10,60,70,0
2014,10747,2267,0,-5,53,58,0
2014,2471,2583,0,-6,79,85,0
2014,4225,2636,1,-16,55,71,0
2014,7386,2808,0,-9,58,67,0
2014,7654,3077,0,-2,78,80,0
2014,8434,3161,0,-17,60,77,0
2014,8122,3229,1,-10,63,73,0
2014,6893,3297,0,-22,64,86,0
2014,7284,3359,0,-27,60,87,0
2014,7352,3433,1,-15,54,69,0
2014,8200,3588,1,-9,58,67,0
2014,2539,3706,0,-11,72,83,0
2014,6961,3774,0,-20,55,75,0
2014,2670,3881,1,-19,62,81,0
2014,6209,3915,0,-26,92,118,0
2014,9013,3983,1,-11,62,73,0
2014,9624,4144,1,-5,55,60,0
2014,6727,4212,0,-3,71,74,0
2014,6927,4327,1,-19,57,76,0
2014,4557,4591,0,-74,52,126,0
2014,7488,4625,1,-7,76,83,0
2014,2738,4834,0,-26,57,83,0
2014,2233,4902,0,-10,56,66,0
2014,3263,4970,0,-16,61,77,0
2014,5207,5004,0,-8,65,73,0
2014,6175,5038,0,-13,69,82,0
2014,7884,5140,0,-2,60,62,0
2014,3847,5275,1,-17,56,73,0
2014,4509,5411,0,-10,59,69,0
2014,7954,5440,1,-11,84,95,0
2014,2009,5542,0,-12,70,82,0
2014,6435,5576,0,-2,66,68,0
2014,2437,5610,1,-8,77,85,0
2014,9039,5778,0,-14,77,91,0
2014,8298,5792,0,-36,55,91,0
2014,4087,5845,0,-7,66,73,0
2014,10781,6041,0,-3,58,61,0
2014,1740,6109,0,-7,73,80,0
2014,3336,6143,1,-22,62,84,0
2014,7917,6243,0,-3,61,64,0
2014,8400,6255,1,-8,56,64,0
2014,4475,6333,1,-5,73,78,0
2014,9363,6367,0,-4,72,76,0
2014,4395,6537,0,-14,85,99,0
2014,2369,6571,0,-2,77,79,0
2014,9947,6590,0,-5,70,75,0
2014,9563,6624,1,-9,70,79,0
2014,6007,6658,0,-31,53,84,0
2014,8911,6693,1,-3,85,88,0
2014,3127,6761,0,-5,66,71,0
2014,5958,7029,1,-12,62,74,0
2014,4459,7162,1,-6,74,80,0
2014,5508,7250,1,-17,77,94,0
2014,4761,7318,1,-4,70,74,0
2014,6075,7588,1,-13,53,66,0
2014,6995,7755,0,-10,66,76,0
2014,4659,7857,0,-5,81,86,0
2014,7620,8020,0,-17,56,73,0
2014,7420,8054,0,-15,47,62,0
2014,1808,8088,0,-9,65,74,0
2014,7117,8268,1,-3,57,60,0
2014,1875,8332,0,-24,57,81,0
2014,2199,8468,0,-1,52,53,0
2014,10849,8502,0,-20,55,75,0
2014,7063,8536,1,-9,63,72,0
2014,5173,8691,0,-5,44,49,0
2014,6791,8707,1,-7,64,71,0
2014,4110,8843,0,-5,65,70,0
2014,9230,8945,0,-17,46,63,0
2014,1841,9107,1,-2,79,81,0
2014,1954,9196,0,-16,57,73,0
2014,208,9264,0,-17,66,83,0
2014,8775,9397,0,-2,76,78,0
2014,9465,9499,0,-5,98,103,0
2014,6859,9794,0,-11,69,80,0
2014,7789,9828,0,-19,67,86,0
2014,1920,9842,1,-8,74,82,0
2014,6401,9981,0,-30,49,79,0
2014,2043,10015,1,-9,53,62,0
2014,2907,10083,1,-12,50,62,0
2014,2602,10185,0,-12,62,74,0
2014,9132,10253,1,-9,51,60,0
2014,7083,10463,0,-17,62,79,0
2014,8741,10497,1,-5,69,74,0
2014,10883,10531,0,-16,69,85,0
2014,10219,10627,1,-11,67,78,0
2014,1042,10815,0,-11,68,79,0
2014,3554,249,1,-15,54,69,0
2014,10429,351,0,-19,47,66,0
2014,4693,508,0,-9,82,91,0
2014,4429,827,1,-1,66,67,0
2014,1672,981,0,-11,57,68,0
2014,6825,1706,0,-9,91,100,0
2014,3520,2704,0,-19,67,86,0
2014,8638,2774,1,-13,55,68,0
2014,7569,3808,0,-18,48,66,0
2014,5474,4727,0,-32,57,89,0
2014,9531,4766,0,-5,54,59,0
2014,721,4800,0,-16,66,82,0
2014,7128,4936,0,-28,49,77,0
2014,6503,5241,0,-23,51,74,0
2014,7230,5309,0,-3,79,82,0
2014,4361,5879,0,-8,71,79,0
2014,4178,7722,1,-4,57,61,0
2014,9692,9431,0,-34,73,107,0
2014,7196,10049,0,-30,61,91,0
2014,6310,10361,0,-6,67,73,0
2014,6469,10593,0,-14,53,67,0
2014,3949,10693,0,-4,71,75,0
2014,3331,121,1,-12,58,70,0
2014,1511,1409,1,-4,78,82,0
2014,283,2602,0,-9,66,75,0
2014,155,4053,0,-2,68,70,0
2014,4475,4087,1,-3,85,88,0
2014,7884,4225,0,-10,58,68,0
2014,1236,4868,0,-3,62,65,0
2014,2636,5140,0,-10,63,73,0
2014,6333,5845,0,-6,64,70,0
2014,4970,7029,0,-20,59,79,0
2014,208,7117,0,-3,67,70,0
2014,3915,7250,0,-12,74,86,0
2014,5072,7873,0,-24,42,66,0
2014,9264,8268,1,-8,71,79,0
2014,3009,9590,0,-8,82,90,0
2014,9013,10497,1,-3,86,89,0
2014,9981,102,0,-5,63,68,0
2014,5879,827,0,-23,32,55,0
2014,6075,937,0,-4,68,72,0
2014,3588,1477,1,-1,60,61,0
2014,4144,1638,0,-14,61,75,0
2014,2233,1909,1,-19,62,81,0
2014,3263,2369,0,-22,57,79,0
2014,2043,3399,1,-12,56,68,0
2014,651,3983,0,-15,72,87,0
2014,8741,4212,1,-18,47,65,0
2014,6658,5275,0,-4,68,72,0
2014,8843,5744,1,-8,66,74,0
2014,3359,5924,0,-13,61,74,0
2014,6571,5958,1,-7,70,77,0
2014,7318,8502,1,-1,58,59,0
2014,10117,8691,1,-20,52,72,0
2014,4761,8809,1,-18,50,68,0
2014,1443,10531,1,-36,62,98,0
2014,3740,10883,1,-13,62,75,0
2014,617,68,1,-4,68,72,0
2014,9531,174,0,-1,72,73,0
2014,4693,249,0,-14,51,65,0
2014,4429,508,1,-3,76,79,0
2014,4361,981,1,-10,86,96,0
2014,5839,1008,0,-21,46,67,0
2014,3486,1202,0,-3,71,74,0
2014,1611,1341,0,-12,58,70,0
2014,2267,1579,0,-10,63,73,0
2014,10429,1706,1,-1,70,71,0
2014,7789,1740,1,-2,64,66,0
2014,8657,1774,0,-5,63,68,0
2014,3433,1808,0,-5,56,61,0
2014,3520,2145,0,-7,79,86,0
2014,2941,2403,0,-6,81,87,0
2014,861,2505,1,-5,51,56,0
2014,8156,2808,0,-16,58,74,0
2014,34,2975,0,-6,65,71,0
2014,5411,3195,1,-6,64,70,0
2014,1672,3554,0,-9,64,73,0
2014,2301,3881,1,-4,73,77,0
2014,6693,4178,1,-7,83,90,0
2014,5377,4293,0,-22,63,85,0
2014,8468,5004,0,-4,62,66,0
2014,6310,5173,1,-6,57,63,0
2014,1110,5207,1,-7,70,77,0
2014,6961,5309,1,-3,65,68,0
2014,895,5474,1,-3,65,68,0
2014,2471,5778,1,-13,64,77,0
2014,9658,6041,1,-3,71,74,0
2014,10781,6109,1,-3,69,72,0
2014,9624,6401,0,-11,68,79,0
2014,2670,6469,1,-27,53,80,0
2014,4259,6624,1,-6,53,59,0
2014,8911,6727,0,-13,74,87,0
2014,3161,7196,0,-18,52,70,0
2014,4459,7284,0,-9,63,72,0
2014,5072,7522,0,-7,71,78,0
2014,4727,7569,1,-4,67,71,0
2014,759,7722,0,-3,66,69,0
2014,7386,8332,0,-14,70,84,0
2014,2738,8570,1,-1,55,56,0
2014,439,8945,0,-16,53,69,0
2014,3093,9563,1,-4,77,81,0
2014,10849,10015,1,-8,59,67,0
2014,7988,10049,1,-16,67,83,0
2014,10361,10083,0,-23,51,74,0
2014,4557,10151,0,-23,72,95,0
2014,9073,10287,0,-11,76,87,0
2014,9794,10395,0,-2,57,59,0
2014,6590,10559,1,-9,75,84,0
2014,3808,10593,0,-19,47,66,0
2014,2335,10627,0,-12,73,85,0
2014,7128,10659,1,-4,67,71,0
2014,3774,10693,0,-25,70,95,0
2014,9431,317,1,-4,75,79,0
2014,9692,351,1,-19,60,79,0
2014,8122,385,0,-5,60,65,0
2014,7944,670,1,-13,94,107,0
2014,6075,721,0,-29,38,67,0
2014,8400,947,0,-10,67,77,0
2014,6995,1076,0,-12,72,84,0
2014,3467,1134,0,-12,65,77,0
2014,6825,1168,1,-13,83,96,0
2014,9876,1375,1,-5,68,73,0
2014,7654,1409,0,-9,81,90,0
2014,9363,1954,0,-5,73,78,0
2014,9312,1982,0,-12,77,89,0
2014,3009,2077,1,-17,56,73,0
2014,1042,2233,1,-5,94,99,0
2014,5542,2539,0,-7,62,69,0
2014,5710,2704,0,-6,79,85,0
2014,6333,2774,1,-4,75,79,0
2014,7352,2873,1,-11,60,71,0
2014,1545,2907,1,-15,41,56,0
2014,10253,3229,1,-23,54,77,0
2014,1920,3336,1,-3,63,66,0
2014,4800,3399,0,-15,65,80,0
2014,9230,3672,1,-1,85,86,0
2014,6503,3949,0,-26,67,93,0
2014,5805,3999,0,-11,71,82,0
2014,8638,4087,0,-13,75,88,0
2014,2583,4110,0,-9,52,61,0
2014,3043,4327,0,-4,72,76,0
2014,2636,4475,1,-2,80,82,0
2014,2763,4591,0,-20,64,84,0
2014,4625,5106,1,-6,67,73,0
2014,6007,5241,1,-1,70,71,0
2014,542,5343,0,-3,62,65,0
2014,7083,5576,1,-3,76,79,0
2014,10463,5792,0,-19,51,70,0
2014,7954,6143,0,-9,87,96,0
2014,0,6175,0,-6,81,87,0
2014,4395,6243,1,-4,60,64,0
2014,3706,6320,0,-4,62,66,0
2014,2009,6435,0,-10,65,75,0
2014,8604,6859,0,-9,72,81,0
2014,3297,7063,0,-9,73,82,0
2014,4834,7250,0,-5,76,81,0
2014,7588,7454,1,-9,70,79,0
2014,4019,7535,1,-16,70,86,0
2014,5038,7620,0,-5,81,86,0
2014,4659,7688,0,-7,67,74,0
2014,6893,7755,1,-9,72,81,0
2014,8536,7857,1,-2,55,57,0
2014,5845,7884,0,-9,64,73,0
2014,3813,7917,0,-4,72,76,0
2014,3604,8020,1,-27,50,77,0
2014,8775,8200,1,-7,75,82,0
2014,6367,8234,1,-10,64,74,0
2014,4543,8366,0,-14,64,78,0
2014,6537,8707,0,-14,87,101,0
2014,2437,8877,0,-12,69,81,0
2014,473,9132,1,-14,84,98,0
2014,9162,9196,0,-26,71,97,0
2014,4509,9346,1,-2,44,46,0
2014,283,9590,1,-6,60,66,0
2014,9499,9726,0,-4,79,83,0
2014,4936,9760,0,-9,81,90,0
2014,3127,9913,0,-14,57,71,0
2014,1307,10327,1,-29,59,88,0
2014,1511,10716,0,-4,75,79,0
2014,4902,10815,0,-7,79,86,0
2014,7420,1236,0,-3,91,94,0
2014,2738,3915,0,-9,75,84,0
2014,4225,5140,0,-37,46,83,0
2014,6209,5508,1,-11,74,85,0
2014,3486,7284,1,-9,72,81,0
2014,4868,8054,0,-9,58,67,0
2014,9947,10747,1,-17,45,62,0
2014,5680,155,0,-31,62,93,0
2014,4053,208,0,-13,51,64,0
2014,1672,249,1,-7,62,69,0
2014,121,405,1,-8,64,72,0
2014,8122,473,0,-12,60,72,0
2014,5879,508,1,-5,55,60,0
2014,8741,651,0,-26,62,88,0
2014,9039,670,1,-15,72,87,0
2014,10117,793,1,-3,59,62,0
2014,4361,827,1,-11,78,89,0
2014,3554,981,0,-4,57,61,0
2014,2505,1008,0,-10,66,76,0
2014,4659,1076,0,-23,68,91,0
2014,7823,1134,1,-8,64,72,0
2014,6859,1168,1,-5,83,88,0
2014,4557,1202,1,-8,67,75,0
2014,10716,1409,0,-1,69,70,0
2014,5440,1443,1,-2,66,68,0
2014,7488,1477,0,-20,51,71,0
2014,2369,1545,0,-13,59,72,0
2014,3093,1611,1,-12,69,81,0
2014,2975,1740,0,-19,57,76,0
2014,9397,1808,0,-23,61,84,0
2014,3467,1982,0,-1,78,79,0
2014,8298,2009,1,-28,49,77,0
2014,283,2077,0,-12,66,78,0
2014,4144,2145,1,-4,74,78,0
2014,6401,2335,0,-5,88,93,0
2014,4110,2437,1,-8,48,56,0
2014,5610,2471,1,-11,65,76,0
2014,5576,2539,0,-5,72,77,0
2014,1511,2602,0,-9,65,74,0
2014,5845,2636,0,-9,65,74,0
2014,7569,2670,1,-6,69,75,0
2014,7352,2763,1,-5,68,73,0
2014,439,2808,1,-2,82,84,0
2014,5924,2842,0,-3,60,63,0
2014,7318,3043,0,-13,56,69,0
2014,1042,3161,1,-3,67,70,0
2014,102,3195,0,-8,58,66,0
2014,6571,3263,0,-5,69,74,0
2014,2179,3359,1,-13,60,73,0
2014,2043,3433,0,-16,45,61,0
2014,1638,3520,0,-4,71,75,0
2014,6537,3604,0,-1,97,98,0
2014,4727,3808,0,-9,50,59,0
2014,6175,3813,1,-23,55,78,0
2014,6961,3847,1,-3,76,79,0
2014,895,3881,0,-3,59,62,0
2014,7535,3999,0,-7,75,82,0
2014,2774,4087,0,-7,69,76,0
2014,4212,4178,0,-26,60,86,0
2014,617,4259,0,-12,74,86,0
2014,9981,4293,1,-9,62,71,0
2014,10151,4459,1,-5,80,85,0
2014,9312,4509,0,-25,74,99,0
2014,2873,4591,0,-34,51,85,0
2014,4429,4693,0,-4,68,72,0
2014,8156,4761,1,-3,68,71,0
2014,721,4766,1,-12,59,71,0
2014,7988,4902,0,-1,66,67,0
2014,8332,5004,0,-5,68,73,0
2014,4395,5038,1,-15,59,74,0
2014,8775,5106,1,-10,69,79,0
2014,5309,5275,0,-12,75,87,0
2014,5343,5377,0,-4,72,76,0
2014,542,5411,1,-2,68,70,0
2014,7522,5644,0,-17,56,73,0
2014,8366,5710,0,-6,82,88,0
2014,9298,5744,0,-5,84,89,0
2014,583,5778,0,-22,67,89,0
2014,3706,5792,0,-7,75,82,0
2014,4019,5805,1,-23,64,87,0
2014,704,5913,1,-3,67,70,0
2014,9828,6041,0,-8,54,62,0
2014,7789,6109,1,-4,65,69,0
2014,3672,6143,0,-24,54,78,0
2014,5072,6276,1,-4,62,66,0
2014,8638,6333,0,-14,60,74,0
2014,2301,6469,0,-10,66,76,0
2014,2267,6590,1,-8,69,77,0
2014,3983,6693,0,-5,82,87,0
2014,10497,6727,1,-1,72,73,0
2014,2573,6761,1,-11,70,81,0
2014,1248,6791,0,-13,80,93,0
2014,7857,6893,0,-12,68,80,0
2014,7162,6927,0,-3,74,77,0
2014,7688,6995,1,-4,65,69,0
2014,10361,7029,0,-15,65,80,0
2014,5542,7083,0,-3,78,81,0
2014,2941,7386,1,-3,74,77,0
2014,947,7454,1,-4,67,71,0
2014,2704,7588,0,-4,67,71,0
2014,6243,7620,0,-27,61,88,0
2014,3009,7654,0,-2,55,57,0
2014,1841,7873,1,-22,53,75,0
2014,4475,7884,0,-14,70,84,0
2014,0,7917,0,-8,77,85,0
2014,8843,7944,0,-8,94,102,0
2014,9230,7954,1,-18,46,64,0
2014,8707,8020,1,-10,70,80,0
2014,2199,8166,0,-5,54,59,0
2014,3331,8268,0,-24,49,73,0
2014,1307,8400,1,-8,67,75,0
2014,3127,8468,1,-4,80,84,0
2014,2111,8502,1,-8,59,67,0
2014,7755,8536,0,-15,73,88,0
2014,6310,8691,0,-12,45,57,0
2014,2583,8877,0,-1,63,64,0
2014,9013,8911,0,-3,64,67,0
2014,8809,8945,1,-1,56,57,0
2014,9499,8979,1,-25,36,61,0
2014,1110,9073,0,-15,71,86,0
2014,9624,9107,0,-7,53,60,0
2014,385,9132,1,-13,62,75,0
2014,6367,9162,1,-11,62,73,0
2014,7117,9264,0,-4,83,87,0
2014,9363,9346,1,-20,52,72,0
2014,9726,9465,0,-20,70,90,0
2014,4800,9531,0,-3,76,79,0
2014,7128,9563,0,-14,70,84,0
2014,1375,9760,0,-8,77,85,0
2014,3336,9842,0,-7,58,65,0
2014,4936,9876,0,-10,56,66,0
2014,174,10015,0,-30,38,68,0
2014,8434,10049,1,-7,67,74,0
2014,5958,10083,1,-31,45,76,0
2014,3077,10185,1,-1,67,68,0
2014,5973,10219,0,-7,72,79,0
2014,5207,10287,1,-1,77,78,0
2014,4543,10327,0,-14,70,84,0
2014,6320,10463,1,-12,60,72,0
2014,5474,10593,1,-3,69,72,0
2014,1341,10659,0,-17,68,85,0
2014,759,10781,1,-2,50,52,0
2014,6624,68,1,-3,80,83,0
2014,9692,317,1,-20,53,73,0
2014,5508,1236,0,-20,67,87,0
2014,10815,1909,0,-6,89,95,0
2014,4970,2907,0,-24,61,85,0
2014,8054,3915,1,-9,78,87,0
2014,6658,3949,1,-10,74,84,0
2014,2403,4327,1,-19,56,75,0
2014,8088,4625,0,-8,63,71,0
2014,4868,4834,0,-7,79,86,0
2014,861,5839,1,-9,36,45,0
2014,3774,6503,0,-6,43,49,0
2014,6007,7230,0,-6,64,70,0
2014,6209,7420,1,-12,78,90,0
2014,34,7722,1,-7,72,79,0
2014,7250,8570,0,-7,67,74,0
2014,6825,8604,1,-2,80,82,0
2014,3399,8657,1,-23,50,73,0
2014,8234,9196,0,-4,71,75,0
2014,351,9431,0,-15,72,87,0
2014,1706,10395,0,-17,54,71,0
2014,9794,10429,0,-3,46,49,0
2014,10559,10531,1,-7,86,93,0
2014,3740,10747,0,-5,53,58,0
2014,5680,121,0,-9,59,68,0
2014,405,155,0,-13,64,77,0
2014,3331,208,0,-8,56,64,0
2014,6401,1638,1,-9,49,58,0
2014,7522,1841,0,-6,69,75,0
2014,10083,2369,0,-4,65,69,0
2014,5913,2842,0,-10,66,76,0
2014,3983,4178,1,-7,70,77,0
2014,4361,4693,0,-14,63,77,0
2014,704,5924,1,-15,49,64,0
2014,2179,6276,1,-2,56,58,0
2014,8298,6435,1,-34,36,70,0
2014,3638,7873,1,-2,54,56,0
2014,4053,8268,0,-24,36,60,0
2014,793,8691,1,-10,59,69,0
2014,10497,8911,1,-11,69,80,0
2014,8843,9039,0,-19,81,100,0
2014,8979,9465,0,-23,58,81,0
2014,1579,10883,0,-1,66,67,0
2014,4293,439,0,-2,85,87,0
2014,6041,759,1,-9,65,74,0
2014,8775,1477,0,-11,58,69,0
2014,1042,1909,0,-28,60,88,0
2014,8434,2233,0,-2,75,77,0
2014,10287,2505,0,-19,37,56,0
2014,3195,2808,0,-22,50,72,0
2014,9913,3043,0,-10,66,76,0
2014,10693,3847,0,-3,72,75,0
2014,6693,4212,0,-6,66,72,0
2014,1202,4459,0,-3,68,71,0
2014,6961,5241,0,-13,67,80,0
2014,3263,7029,1,-7,74,81,0
2014,6469,7569,0,-2,66,68,0
2014,895,10593,0,-22,50,72,0
2014,7789,34,0,-15,62,77,0
2014,5207,68,0,-7,52,59,0
2014,5377,102,0,-19,61,80,0
2014,4429,249,1,-2,63,65,0
2014,1672,827,0,-8,58,66,0
2014,1110,861,0,-10,57,67,0
2014,10395,1168,0,-26,56,82,0
2014,7128,1341,0,-37,58,95,0
2014,10117,1545,1,-7,49,56,0
2014,9563,1611,0,-3,78,81,0
2014,2941,2111,1,-12,68,80,0
2014,10627,2145,0,-5,71,76,0
2014,5173,2907,1,-10,53,63,0
2014,10659,3093,1,-5,51,56,0
2014,4557,3486,0,-8,75,83,0
2014,9624,3520,1,-5,64,69,0
2014,508,3554,1,-3,75,78,0
2014,2670,3808,0,-1,78,79,0
2014,5474,3881,0,-15,55,70,0
2014,5839,4259,1,-9,64,73,0
2014,7318,4327,0,-10,62,72,0
2014,2301,4727,0,-10,60,70,0
2014,174,4766,0,-4,66,70,0
2014,6571,4970,0,-8,66,74,0
2014,3127,5004,1,-1,87,88,0
2014,6503,5275,1,-14,40,54,0
2014,4761,5343,0,-14,74,88,0
2014,981,5879,0,-1,61,62,0
2014,9531,6075,0,-14,42,56,0
2014,4144,6401,1,-4,52,56,0
2014,617,6624,0,-20,51,71,0
2014,8741,6727,0,-32,50,82,0
2014,3774,7230,1,-8,58,66,0
2014,9397,7488,0,-10,75,85,0
2014,2975,7722,0,-8,60,68,0
2014,8200,8088,0,-17,54,71,0
2014,2403,8468,0,-9,75,84,0
2014,8332,8502,0,-6,60,66,0
2014,10429,8604,0,-32,48,80,0
2014,721,8657,0,-20,47,67,0
2014,542,8809,0,-11,67,78,0
2014,8156,8945,0,-8,67,75,0
2014,651,9013,0,-10,72,82,0
2014,1008,9073,0,-2,65,67,0
2014,2335,9107,1,-12,68,80,0
2014,6109,9658,1,-3,73,76,0
2014,1740,9828,0,-7,50,57,0
2014,2267,9947,1,-8,70,78,0
2014,7284,10151,1,-13,88,101,0
2014,5958,10361,0,-1,69,70,0
2014,3161,10815,0,-13,67,80,0
2014,351,317,0,-23,68,91,0
2014,10253,385,1,-4,83,87,0
2014,7588,947,0,-15,70,85,0
2014,7755,1076,1,-7,76,83,0
2014,1982,1134,0,-10,52,62,0
2014,9196,1375,0,-4,86,90,0
2014,283,1409,1,-10,70,80,0
2014,6143,1443,0,-5,81,86,0
2014,6590,1579,0,-10,76,86,0
2014,5106,1808,1,-10,73,83,0
2014,7954,1920,1,-4,57,61,0
2014,670,2471,0,-11,63,74,0
2014,583,2583,0,-4,67,71,0
2014,2077,2602,1,-2,85,87,0
2014,4543,2704,1,-22,67,89,0
2014,2573,2763,0,-11,67,78,0
2014,7884,2774,0,-3,60,63,0
2014,3009,3077,0,-7,81,88,0
2014,473,3229,0,-1,72,73,0
2014,6995,3297,1,-17,53,70,0
2014,8298,3706,0,-15,45,60,0
2014,1248,3813,0,-15,72,87,0
2014,2199,3999,1,-3,64,67,0
2014,8843,4110,0,-6,64,70,0
2014,4225,4475,0,-5,83,88,0
2014,9162,4591,1,-28,45,73,0
2014,3588,4625,0,-39,52,91,0
2014,8054,4834,0,-22,68,90,0
2014,5845,5140,1,-16,58,74,0
2014,6658,5309,0,-10,53,63,0
2014,6320,5542,0,-13,71,84,0
2014,5792,5576,0,-15,55,70,0
2014,7944,5610,0,-13,67,80,0
2014,10327,5710,0,-9,80,89,0
2014,2437,5778,1,-4,66,70,0
2014,5973,5805,0,-22,69,91,0
2014,6255,5924,0,-16,55,71,0
2014,4395,6175,0,-22,55,77,0
2014,2738,6209,1,-4,63,67,0
2014,3604,6243,0,-2,64,66,0
2014,4936,6367,1,-15,65,80,0
2014,2539,6435,0,-19,65,84,0
2014,2873,6761,1,-16,36,52,0
2014,0,6791,1,-23,59,82,0
2014,4659,7063,1,-14,57,71,0
2014,2009,7083,1,-4,64,68,0
2014,8434,7196,1,-1,83,84,0
2014,5508,7250,0,-9,61,70,0
2014,8400,7454,0,-5,68,73,0
2014,10219,7535,0,-9,55,64,0
2014,7917,7620,1,-7,78,85,0
2014,7857,7688,1,-3,66,69,0
2014,4509,7823,0,-13,51,64,0
2014,6537,8020,1,-16,58,74,0
2014,9465,8122,0,-8,73,81,0
2014,4019,8166,0,-12,57,69,0
2014,7352,8234,0,-22,62,84,0
2014,1307,8366,1,-10,66,76,0
2014,7420,8570,1,-8,69,77,0
2014,2636,8638,0,-6,58,64,0
2014,5038,8707,1,-16,61,77,0
2014,5440,9230,1,-12,66,78,0
2014,9760,9298,0,-13,65,78,0
2014,1954,9346,0,-18,54,72,0
2014,9312,9363,1,-12,69,81,0
2014,1706,9431,1,-13,56,69,0
2014,9132,9499,1,-11,64,75,0
2014,1511,9590,0,-4,65,69,0
2014,9692,9794,0,-18,66,84,0
2014,3672,9842,1,-5,66,71,0
2014,5744,9876,1,-9,54,63,0
2014,5411,9981,0,-3,75,78,0
2014,4800,10015,1,-37,46,83,0
2014,3740,10559,1,-4,63,67,0
2014,7569,895,0,-6,60,66,0
2014,3915,1236,1,-2,83,85,0
2014,4087,6333,0,-4,82,86,0
2014,10747,10531,1,-10,69,79,0
2014,1248,0,0,-1,72,73,0
2014,121,155,0,-9,58,67,0
2014,4800,174,1,-7,78,85,0
2014,5680,208,0,-12,53,65,0
2014,4361,249,0,-5,61,66,0
2014,3077,283,0,-13,68,81,0
